Type,FiscalYear,OperationID,StartDate1,EndDate1,StartDate2,EndDate2,InProgressDate,Cost,CostCalculated,ApproxPageNumber,Appendix,Offset,FileVolume,FilePart
Operation,1942,17611926874042074,,,,,,,no,1973,No,3743447,2,1
Operation,1942,17611926874041914,,,,,,,no,1792,No,2825714,2,1
Operation,1942,17611926874042080,,,,,,,no,1973,No,3743704,2,1
Operation,1942,17611926874041912,,,,,,,no,1781,No,2778576,2,1
Operation,1942,17611926874042078,,,,,,,no,1973,No,3743612,2,1
Operation,1942,17611926874042100,,,,,,,no,1975,No,3751248,2,1
Operation,1942,17611926874042098,,,,,,,no,1975,No,3750966,2,1
Operation,1942,17611926874042104,,,,,,,no,1975,No,3751628,2,1
Operation,1942,17611926874042102,,,,,,,no,1975,No,3751438,2,1
Operation,1942,17611926874041934,,,,,,,no,1885,No,3300717,2,1
Operation,1942,17611926874042092,,,,,,,no,1975,No,3749894,2,1
Operation,1942,17611926874042090,,,,,,,no,1974,No,3749091,2,1
Operation,1942,17611926874041930,,,,,,,no,1884,No,3298638,2,1
Operation,1942,17611926874042096,,,,,,,no,1975,No,3750608,2,1
Operation,1942,17611926874041928,,,,,,,no,1821,No,2952755,2,1
Operation,1942,17611926874042094,,,,,,,no,1975,No,3750562,2,1
Operation,1942,17611926874042052,,,,,,,no,1972,No,3741922,2,1
Operation,1942,17611926874042050,,,,,,,no,1971,No,3738468,2,1
Operation,1942,17611926874042057,,,,,,,no,1972,No,3742121,2,1
Operation,1942,17611926874042055,,,,,,,no,1972,No,3742025,2,1
Operation,1942,17611926874042043,January 1941,,,,,,no,1971,No,3737763,2,1
Operation,1942,17611926874042048,,,,,,,no,1971,No,3738126,2,1
Operation,1942,17611926874042046,,,,,,,no,1971,No,3737819,2,1
Operation,1942,17611926874042068,,,,,,,no,1973,No,3743081,2,1
Operation,1942,17611926874042066,,,,,,,no,1973,No,3743035,2,1
Operation,1942,17611926874042072,,,,,,,no,1973,No,3743354,2,1
Operation,1942,17611926874042070,,,,,,,no,1973,No,3743256,2,1
Operation,1942,17611926874041964,,,,,,,no,1921,No,3463430,2,1
Operation,1942,17611926874042059,,,,,,,no,1973,No,3742764,2,1
Operation,1942,17611926874042064,,,,,,,no,1973,No,3742949,2,1
Operation,1942,17611926874042062,,,,,,,no,1973,No,3742860,2,1
Operation,1942,17611926874042138,"July 10, 1941","August 14, 1941",,,,"$27,398.47",no,1502,No,1638554,2,1
Operation,1942,17611926874042144,,,,,,,no,1625,No,2139660,2,1
Operation,1942,17611926874042142,,,,,,,no,1507,No,1656938,2,1
Operation,1942,17611926874041878,,,,,,,no,1763,No,2698914,2,1
Operation,1942,17611926874041876,,,,,,,no,1762,No,2698546,2,1
Operation,1942,17611926874041874,,,,,,,no,1762,No,2694649,2,1
Operation,1942,17611926874041872,,,,,,,no,1762,No,2694410,2,1
Operation,1942,17611926874041870,,,,,,,no,1759,No,2684245,2,1
Operation,1942,17611926874041894,,,,,,,no,1768,No,2725475,2,1
Operation,1942,17611926874042116,,,,,,"$3,587.83",no,2012,No,3965896,2,1
Operation,1942,17611926874041892,,,,,,,no,1768,No,2721388,2,1
Operation,1942,17611926874042114,,,,,,,no,2008,No,3948885,2,1
Operation,1942,17611926874041890,,,,,,,no,1767,No,2717625,2,1
Operation,1942,17611926874041888,,,,,,,no,1767,No,2717566,2,1
Operation,1942,17611926874042118,,,,,,"$19,835.47",no,1446,No,1389529,2,1
Operation,1942,17611926874041886,,,,,,,no,1767,No,2717210,2,1
Operation,1942,17611926874042108,,,,,,,no,1975,No,3752004,2,1
Operation,1942,17611926874041884,,,,,,,no,1764,No,2703965,2,1
Operation,1942,17611926874042106,,,,,,,no,1975,No,3751813,2,1
Operation,1942,17611926874041882,,,,,,,no,1764,No,2703815,2,1
Operation,1942,17611926874042112,,,,,,,no,1998,No,3913749,2,1
Operation,1942,17611926874041880,,,,,,,no,1764,No,2703592,2,1
Operation,1942,17611926874042110,,,,,,,no,1998,No,3912218,2,1
Operation,1942,17611926874041908,,,,,,,no,1776,No,2755553,2,1
Operation,1942,17611926874042130,"October 20, 1941","November 12, 1941",,,,,no,1492,No,1598163,2,1
Operation,1942,17611926874041906,,,,,,,no,1774,No,2745152,2,1
Operation,1942,17611926874041904,,,,,,,no,1772,No,2739080,2,1
Operation,1942,17611926874042134,"September 1, 1941","September 14, 1941",,,,,no,1493,No,1598906,2,1
Operation,1942,17611926874041902,,,,,,,no,,No,2735465,2,1
Operation,1942,17611926874041900,,,,,,,no,1770,No,2731920,2,1
Operation,1942,17611926874042122,,,,,,,no,1481,No,1544565,2,1
Operation,1942,17611926874041898,,,,,,,no,1770,No,2731821,2,1
Operation,1942,17611926874042128,,,,,,"$113,633.83",no,1487,No,1571499,2,1
Operation,1942,17611926874041896,,,,,,,no,1768,No,2725881,2,1
Operation,1942,17611926874042126,,,,,,,no,1487,No,1571361,2,1
Operation,1942,17611926874041444,,,,,,,no,1147,No,122906,2,1
Operation,1942,17611926874041448,,,,,,,no,1155,No,152315,2,1
Operation,1942,17611926874041539,,,,,,,no,1328,No,900930,2,1
Operation,1942,17611926874041446,,,,,,,no,1155,No,152158,2,1
Operation,1942,17611926874041437,,,,,,,no,1146,No,120957,2,1
Operation,1942,17611926874041533,,,,,,,no,1314,No,837197,2,1
Operation,1942,17611926874041530,,,,,,,no,1314,No,837101,2,1
Operation,1942,17611926874041531,,,,,,,no,1314,No,837055,2,1
Operation,1942,17611926874041441,,,,,,,no,1146,No,121354,2,1
Operation,1942,17611926874041439,,,,,,,no,1146,No,121044,2,1
Operation,1942,17611926874041460,,,,,,,no,1164,No,193052,2,1
Operation,1942,17611926874041458,,,,,,,no,1162,No,183744,2,1
Operation,1942,17611926874041464,,,,,,,no,1167,No,203231,2,1
Operation,1942,17611926874041453,,,,,,,no,1162,No,183419,2,1
Operation,1942,17611926874041450,,,,,,,no,1159,No,174492,2,1
Operation,1942,17611926874041456,,,,,,,no,1162,No,183547,2,1
Operation,1942,17611926874041547,,,,,,,no,1340,No,946698,2,1
Operation,1942,17611926874041545,,,,,,,no,1335,No,927705,2,1
Operation,1942,17611926874041508,,,,,,,no,1308,No,813801,2,1
Operation,1942,17611926874041506,,,,,,,no,1308,No,813645,2,1
Operation,1942,17611926874041475,,,,,,,no,1285,No,718760,2,1
Operation,1942,17611926874041511,,,,,,,no,132,No,825238,2,1
Operation,1942,17611926874041500,,,,,,,no,1302,No,793001,2,1
Operation,1942,17611926874041498,,,,,,,no,1302,No,792986,2,1
Operation,1942,17611926874041504,,,,,,,no,1308,No,813624,2,1
Operation,1942,17611926874041502,,,,,,,no,1303,No,793261,2,1
Operation,1942,17611926874041524,,,,,,,no,132,No,825990,2,1
Operation,1942,17611926874041495,,,,,,,no,1302,No,792590,2,1
Operation,1942,17611926874041529,,,,,,,no,1314,No,837132,2,1
Operation,1942,17611926874041526,,,,,,,no,1314,No,836911,2,1
Operation,1942,17611926874041489,,,,,,,no,1302,No,792055,2,1
Operation,1942,17611926874041516,,,,,,,no,132,No,825696,2,1
Operation,1942,17611926874041514,,,,,,,no,132,No,825353,2,1
Operation,1942,17611926874041521,,,,,,,no,132,No,825928,2,1
Operation,1942,17611926874041518,,,,,,,no,132,No,825812,2,1
Operation,1942,17611926874041510,,,,,,,no,1308,No,813729,2,1
Operation,1942,17611926874041476,,,,,,,no,1288,No,735087,2,1
Operation,1942,17611926874041474,,,,,,,no,1285,No,718749,2,1
Operation,1942,17611926874041509,,,,,,,no,1308,No,813769,2,1
Operation,1942,17611926874041480,,,,,,,no,1288,No,735309,2,1
Operation,1942,17611926874041507,,,,,,,no,1308,No,813669,2,1
Operation,1942,17611926874041478,,,,,,,no,1288,No,735171,2,1
Operation,1942,17611926874041468,,,,,,,no,1223,No,440285,2,1
Operation,1942,17611926874041503,,,,,,,no,1303,No,793225,2,1
Operation,1942,17611926874041472,,,,,,,no,1284,No,717908,2,1
Operation,1942,17611926874041470,,,,,,,no,1225,No,447726,2,1
Operation,1942,17611926874041492,,,,,,,no,1302,No,792508,2,1
Operation,1942,17611926874041490,,,,,,,no,1302,No,792493,2,1
Operation,1942,17611926874041496,,,,,,,no,1302,No,792844,2,1
Operation,1942,17611926874041520,,,,,,,no,132,No,825788,2,1
Operation,1942,17611926874041494,,,,,,,no,1302,No,792621,2,1
Operation,1942,17611926874041484,,,,,,,no,1291,No,746471,2,1
Operation,1942,17611926874041519,,,,,,,no,132,No,825750,2,1
Operation,1942,17611926874041482,,,,,,,no,1288,No,735731,2,1
Operation,1942,17611926874041517,,,,,,,no,132,No,825665,2,1
Operation,1942,17611926874041488,,,,,,,no,1302,No,792091,2,1
Operation,1942,17611926874041515,,,,,,,no,132,No,825322,2,1
Operation,1942,17611926874041486,,,,,,,no,1302,No,792041,2,1
Operation,1942,17611926874041719,,,,,,,no,1586,No,1970954,2,1
Operation,1942,17611926874041714,,,,,,,no,1586,No,1970649,2,1
Operation,1942,17611926874041715,,,,,,,no,1586,No,1970624,2,1
Operation,1942,17611926874041605,,,,,,,no,1458,No,1443968,2,1
Operation,1942,17611926874041603,,,,,,,no,1458,No,1443093,2,1
Operation,1942,17611926874041610,,,,,,,no,1458,No,1444585,2,1
Operation,1942,17611926874041634,,,,,,,no,1472,No,1501290,2,1
Operation,1942,17611926874041632,,,,,,,no,1471,No,1497024,2,1
Operation,1942,17611926874041630,,,,,,,no,1470,No,1492909,2,1
Operation,1942,17611926874041628,,,,,,,no,1468,No,1484410,2,1
Operation,1942,17611926874041626,,,,,,,no,1468,No,1484237,2,1
Operation,1943,10196446254248552,,,,,,,no,,No,1530151,1,I
Operation,1943,10196446254248546,,,,,,,no,371,No,1510592,1,I
Operation,1943,10196446254248548,,,,,,,no,371,No,1511183,1,I
Operation,1943,10196446254248544,,,,,,$806.77,no,,No,1480658,1,I
Operation,1943,10196446254248539,,,,,,,no,359,No,1463269,1,I
Operation,1943,10196446254248541,,,,,,"$504,588.47",no,359,No,1463638,1,I
Operation,1943,10196446254248566,,,,,,"$7,747,451",no,395,No,1610031,1,I
Operation,1943,10196446254248568,,,,,,,no,395,No,1611065,1,I
Operation,1943,10196446254248562,,,,,,"$21,379.67",no,395,No,1608994,1,I
Operation,1943,10196446254248564,May 5,,,,,"$28,704.25",no,395,No,1609229,1,I
Operation,1943,10196446254248558,,,,,,,no,389,No,1586979,1,I
Operation,1943,10196446254248554,,,,,,"$73,015.58",no,388,No,1582536,1,I
Operation,1943,10196446254248556,,,,,,"$55,635.59",no,388,No,1582870,1,I
Operation,1943,10196446254248520,,,,,,"$16,184.26",no,350,No,1426272,1,I
Operation,1943,10196446254248514,,,,,,"$20,871.35",no,347,No,1414414,1,I
Operation,1943,10196446254248517,,,,,,"$24,994.59",no,349,No,1420045,1,I
Operation,1943,10196446254248511,,,,,,"$14,729.35",no,346,No,1408605,1,I
Operation,1943,10196446254248506,,"November 5, 1942",,,,"$59,313.88",no,336,No,1369258,1,I
Operation,1943,10196446254248508,,,,,,"$194,281.60",no,341,No,1388897,1,I
Operation,1943,10196446254248536,,,,,,,no,359,No,1463225,1,I
Operation,1943,10196446254248531,,,,,,,no,358,No,1462559,1,I
Operation,1943,10196446254248533,,,,,,,no,359,No,1463177,1,I
Operation,1943,10196446254248527,,,,,,,no,358,No,1462177,1,I
Operation,1943,10196446254248529,,,,,,,no,358,No,1462511,1,I
Operation,1943,10196446254248523,,,,,,,no,358,No,1462086,1,I
Operation,1943,10196446254248525,,,,,,,no,358,No,1462127,1,I
Operation,1943,10196446254248616,,,,,,"$34,072.12",no,439,No,1787399,1,I
Operation,1943,10196446254248611,,,,,,,no,439,No,1786950,1,I
Operation,1943,10196446254248613,"January 30, 1943","June 30, 1943",,,,"$153,877.32",no,439,No,1787059,1,I
Operation,1943,10196446254248607,"July 7, 1942","July 17, 1942",,,,,no,439,No,1786717,1,I
Operation,1943,10196446254248609,"August 9, 1942","October 20, 1942",,,,,no,439,No,1786836,1,I
Operation,1943,10196446254248602,"August 31, 1942","April 30, 1943",,,,,no,437,No,1777889,1,I
Operation,1943,10196446254248604,"May 16, 1943","June 30, 1943",,,,"$119,026.72",no,437,No,1778084,1,I
Operation,1943,10196446254249082,,,,,,,no,1032,No,4287767,1,I
Operation,1943,10196446254248630,,,,,,"$460,516.12",no,462,No,1882211,1,I
Operation,1943,10196446254248632,,,,,,"$65,014.06",no,471,No,1914864,1,I
Operation,1943,10196446254248626,,,,,,"$250,237.97",no,462,No,1881946,1,I
Operation,1943,10196446254249084,,,,,,,no,1047,No,4349359,1,I
Operation,1943,10196446254248628,July 1942,June 1943,,,,"$210,278.15",no,462,No,1882055,1,I
Operation,1943,10196446254248622,April 7,April 9,,,,"$22,237.20",no,442,No,1799356,1,I
Operation,1943,10196446254248624,"December 16, 1942","June 30, 1943",,,,"$225,817.33",no,445,No,1809944,1,I
Operation,1943,10196446254248618,,,,,,"$45,959.49",no,439,No,1787516,1,I
Operation,1943,10196446254248620,"July 1, 1942","July 17, 1942",,,,,no,442,No,1799222,1,I
Operation,1943,10196446254248582,,,,,,"$119,050.79",no,416,No,1690774,1,I
Operation,1943,10196446254248584,"March 5, 1943","March 10, 1943",,,,"$3,347.33",no,416,No,1690993,1,I
Operation,1943,10196446254248578,July 8,July 19,,,,"$18,725.78",no,407,No,1658808,1,I
Operation,1943,10196446254248580,"February 17, 1943",,,,,"$73,046.19",no,416,No,1690445,1,I
Operation,1943,10196446254248574,"October 8, 1942",,,,,"$73,362.40",no,405,No,1650413,1,I
Operation,1943,10196446254248570,"August 26, 1942",,,,,"$32,790.98",no,401,No,1632927,1,I
Operation,1943,10196446254248572,"February 8, 1943","February 28, 1943",,,,"$24,690.05",no,404,No,1643790,1,I
Operation,1943,10196446254248598,"March 20, 1943","March 25, 1943",,,,"$4,362.18",no,434,No,1767671,1,I
Operation,1943,10196446254248600,"September 13, 1942","October 16, 1942",,,,,no,437,No,1777775,1,I
Operation,1943,10196446254248594,"August 9, 1942","August 22, 1942",,,,,no,432,No,1760194,1,I
Operation,1943,10196446254248596,"March 25, 1943","April 6, 1943",,,,"$13,729.67",no,432,No,1760342,1,I
Operation,1943,10196446254248590,"July 1, 1942","August 4, 1942",,,,,no,429,No,1752224,1,I
Operation,1943,10196446254248592,"July 8, 1942","August 21, 1942",,,,"$42,542.01",no,429,No,1752402,1,I
Operation,1943,10196446254248586,,,,,,"$9,268.95",no,416,No,1691283,1,I
Operation,1943,10196446254248588,"July 1, 1942","July 22, 1942",,,,"$9,820.81",no,428,No,1745880,1,I
Operation,1943,10196446254248424,,"October 24, 1942",,,,,no,270,No,1103667,1,I
Operation,1943,10196446254248419,,,,,,,no,270,No,1102914,1,I
Operation,1943,10196446254248421,,,,,,,no,270,No,1102976,1,I
Operation,1943,10196446254248415,,,,,,,no,270,No,1102804,1,I
Operation,1943,10196446254248417,,,,,,,no,270,No,1102854,1,I
Operation,1943,10196446254248278,,,,,,,no,51,No,223279,1,I
Operation,1943,10196446254248279,,,,,,,no,51,No,223315,1,I
Operation,1943,10196446254248410,"July 8, 1942",,,,,"$551,444.16",no,,No,895858,1,I
Operation,1943,10196446254248413,,,,,,"$2,563.97",no,226,No,915870,1,I
Operation,1943,10196446254248439,,,,,,,no,272,No,1105656,1,I
Operation,1943,10196446254248441,,,,,,,no,272,No,1105729,1,I
Operation,1943,10196446254248435,,,,,,,no,272,No,1104900,1,I
Operation,1943,10196446254248437,,,,,,,no,272,No,1105607,1,I
Operation,1943,10196446254248430,,,,,,,no,272,No,1104652,1,I
Operation,1943,10196446254248432,,,,,,,no,272,No,1104721,1,I
Operation,1943,10196446254248426,,,,,,,no,270,No,1103687,1,I
Operation,1943,10196446254248428,,,,,,,no,272,No,1104608,1,I
Operation,1943,10196446254248393,"October 1, 1940","July 21, 1942",,,,"$17,711.18",no,208,No,846818,1,I
Operation,1943,10196446254248382,,,,,,$630.32,no,181,No,745412,1,I
Operation,1943,10196446254248378,"September 23, 1942","September 25, 1942",,,,"$1,492.96",no,179,No,735891,1,I
Operation,1943,10196446254248407,,,,,,"$339,234.75",no,,No,895298,1,I
Operation,1943,10196446254248404,,,,,,"$320,351.53",no,,No,894663,1,I
Operation,1943,10196446254248401,,"August 12, 1942",,,,"$78, 18.76",no,220,No,893447,1,I
Operation,1943,10196446254248397,"October 29, 1941",,,,,"$14,410.29",no,214,No,869395,1,I
Operation,1943,10196446254248489,,,,,,,no,298,No,1214994,1,I
Operation,1943,10196446254248483,,,,,,"$538,420.46",no,289,No,1172058,1,I
Operation,1943,10196446254248480,,,,,,,no,289,No,1172046,1,I
Operation,1943,10196446254248474,,,,,,,no,288,No,1171513,1,I
Operation,1943,10196446254248477,,,,,,,no,288,No,1171533,1,I
Operation,1943,10196446254248502,"July 1, 1942","October 21, 1942",,,,"$91,827.85",no,311,No,1264098,1,I
Operation,1943,10196446254248504,"March 4, 1943",,,,,"$148,509.28",no,331,No,1345021,1,I
Operation,1943,10196446254248498,,,,,,,no,304,No,1235956,1,I
Operation,1943,10196446254248500,,,,,,"$91,441.76",no,311,No,1263847,1,I
Operation,1943,10196446254248494,February 19,June 8,,,,"$242,084.98",no,299,No,1215940,1,I
Operation,1943,10196446254248496,,,,,,,no,304,No,1234606,1,I
Operation,1943,10196446254248492,,,,,,"$3,378,030.29",no,298,No,1215441,1,I
Operation,1943,10196446254248455,,,,,,,no,284,No,1155164,1,I
Operation,1943,10196446254248451,,,,,,,no,272,No,1107176,1,I
Operation,1943,10196446254248453,,Feb,,,,,no,284,No,1155152,1,I
Operation,1943,10196446254248446,,,,,,,no,272,No,1106927,1,I
Operation,1943,10196446254248448,,,,,,,no,272,No,1106997,1,I
Operation,1943,10196446254248444,,,,,,,no,272,No,1106878,1,I
Operation,1943,10196446254248472,,,,,,"$230,728. 33",no,,No,1164104,1,I
Operation,1943,10196446254248468,,,,,,,no,,No,1163985,1,I
Operation,1943,10196446254248463,,,,,,"$383,254.59",no,285,No,1155885,1,I
Operation,1943,10196446254248465,,,,,,,no,285,No,1163582,1,I
Operation,1943,10196446254248458,,,,,,,no,285,No,1155795,1,I
Operation,1943,10196446254248461,,,,,,,no,285,No,1155811,1,I
Operation,1943,10196446254248806,,,,,,,no,732,No,2980684,1,I
Operation,1943,10196446254248808,,,,,,,no,733,No,2980964,1,I
Operation,1943,10196446254248802,,,,,,,no,727,No,2959426,1,I
Operation,1943,10196446254248804,,,,,,,no,732,No,2980601,1,I
Operation,1943,10196446254248914,,,,,,,no,866,No,3538648,1,I
Operation,1943,10196446254248798,,,,,,,no,727,No,2959305,1,I
Operation,1943,10196446254248913,,,,,,,no,866,No,3538606,1,I
Operation,1943,10196446254248800,,,,,,,no,727,No,2959360,1,I
Operation,1943,10196446254248918,,,,,,,no,871,No,3560763,1,I
Operation,1943,10196446254248795,,,,,,,no,727,No,2959251,1,I
Operation,1943,10196446254248822,,,,,,"$53,761.87",no,1,No,3055033,1,I
Operation,1943,10196446254248824,,,,,,"$735,456.22",no,769,No,3132989,1,I
Operation,1943,10196446254248818,,,,,,,no,737,No,2998022,1,I
Operation,1943,10196446254248820,,,,,,,no,737,No,2998263,1,I
Operation,1943,10196446254248814,,,,,,,no,736,No,2993849,1,I
Operation,1943,10196446254248816,,,,,,,no,736,No,2993999,1,I
Operation,1943,10196446254248903,,,,,,,no,850,No,3468659,1,I
Operation,1943,10196446254248810,,,,,,,no,736,No,2993550,1,I
Operation,1943,10196446254248900,,,,,,,no,850,No,3468493,1,I
Operation,1943,10196446254248901,,,,,,,no,850,No,3468529,1,I
Operation,1943,10196446254248812,,,,,,,no,736,No,2993666,1,I
Operation,1943,10196446254248938,,,,,,,no,,No,3764802,1,I
Operation,1943,10196446254248775,,,,,,,no,654,No,2670188,1,I
Operation,1943,10196446254248936,,,,,,,no,913,No,3760400,1,I
Operation,1943,10196446254248777,,,,,,,no,655,No,2674076,1,I
Operation,1943,10196446254248942,,,,,,,no,,No,3770315,1,I
Operation,1943,10196446254248940,,,,,,,no,,No,3765636,1,I
Operation,1943,10196446254248773,May 1942,May 1942,,,,,no,654,No,2669999,1,I
Operation,1943,10196446254248946,,,,,,,no,918,No,3775720,1,I
Operation,1943,10196446254248767,,,,,,,no,652,No,2663149,1,I
Operation,1943,10196446254248944,,,,,,,no,917,No,3771819,1,I
Operation,1943,10196446254248769,,,,,,,no,652,No,2663275,1,I
Operation,1943,10196446254248950,,,,,,,no,,No,3782044,1,I
Operation,1943,10196446254248948,,,,,,,no,,No,3781453,1,I
Operation,1943,10196446254248764,,,,,,,no,652,No,2662864,1,I
Operation,1943,10196446254248791,"July 1, 1942","November 3, 1942",,,,,no,715,No,2908397,1,I
Operation,1943,10196446254248793,,,,,,,no,727,No,2959182,1,I
Operation,1943,10196446254248787,,,,,,"$148,424.06",no,689,No,2804255,1,I
Operation,1943,10196446254248924,,,,,,,no,882,No,3614024,1,I
Operation,1943,10196446254248789,"August 6, 1942","August 23, 1942",,,,,no,708,No,2883060,1,I
Operation,1943,10196446254248783,,,,,,$51.73,no,661,No,2696928,1,I
Operation,1943,10196446254248785,,,,,,,no,672,No,2742458,1,I
Operation,1943,10196446254248934,,,,,,,no,913,No,3759584,1,I
Operation,1943,10196446254248779,,,,,,,no,657,No,2687632,1,I
Operation,1943,10196446254248871,"April 28, 1943","May 3, 1943",,,,"$6,424.35",no,794,No,3233886,1,I
Operation,1943,10196446254248873,,,,,,"$21,124.02",no,797,No,3249087,1,I
Operation,1943,10196446254248841,,,,,,,no,776,No,3160110,1,I
Operation,1943,10196446254248867,"July 1, 1942","August 31, 1942",,,,"$57,057.39",no,794,No,3233299,1,I
Operation,1943,10196446254248869,"August 3, 1942","October 23, 1942","November 19, 1942","January 4, 1943",,"$316,443.01",no,794,No,3233550,1,I
Operation,1943,10196446254248863,"November 1, 1942","November 30, 1942",,,,"$34,829.45",no,794,No,3232896,1,I
Operation,1943,10196446254248865,,,,,,"$161,664.67",no,794,No,3233085,1,I
Operation,1943,10196446254248859,"May 23, 1943","May 30, 1943",,,,"$7,646.36",no,791,No,3219416,1,I
Operation,1943,10196446254248861,"July 1, 1942","October 26, 1942",,,,"$123,278.62",no,794,No,3232694,1,I
Operation,1943,10196446254248887,,,,,,,no,841,No,3428007,1,I
Operation,1943,10196446254248889,,,,,,,no,841,No,3428102,1,I
Operation,1943,10196446254248883,"May 19, 1943","June 30, 1943",,,,"$67,088.06",no,819,No,3333949,1,I
